id,label,gene_type,accession,title,file
Sphingolipid signaling metabolite,MetaboliteClass,,,,
β-glucosidase 40,Gene,PathwayGene,LC515802; XP_003556662.1,,
Ceramide; inferred downstream sphingadienine-1-phosphate,Metabolite,,,,
IPP and DMAPP-derived plastid isoprenoids; especially chlorophyll and carotenoid pigments,Metabolite,,,,
IPP and DMAPP-derived plastid isoprenoids,Metabolite,,,,
GAPDH-C,Gene,PathwayGene,Stu.22641,,
FRK,Gene,PathwayGene,KC339524,,
StHRE1,Gene,RegulationGene,GU587742,,
sucrose and starch metabolism during tuber development under changing internal oxygen,Process,,,,
StHRE2a,Gene,RegulationGene,GU587743,,
sucrose utilization and starch accumulation-related metabolism during tuber development under low oxygen,Process,,,,
StHRE2b,Gene,RegulationGene,GU587744,,
sucrose and starch metabolism-associated oxygen response during tuber development,Process,,,,
10.3390/cells14090634,Paper,,,A Novel Allelic Variant of OsAGPL2 Influences Rice Eating and Cooking Quality,PMC12071516_nutri_plant_verified.json
10.1073/pnas.0402642101,Paper,,,Switching desaturase enzyme specificity by alternate subcellular targeting,PMC478599_nutri_plant_verified.json
"16:1Δ7; 16:3Δ7,10,13",Metabolite,,,,
ADS3 (FAD5),Gene,PathwayGene,At3g15850,,
10.1104/pp.110.000000,Paper,,,NA,PMC2862422_nutri_plant_verified.json
ZmYUC,Gene,PathwayGene,EST BT016604,,
Zea mays; Escherichia coli; Arabidopsis thaliana,Species,,,,
IAGLU,Gene,PathwayGene,NA,,
10.1016/j.plaphy.2011.02.022,Paper,,,Gene structure and spatiotemporal expression profile of tomato genes encoding YUCCA-like flavin monooxygenases: The ToFZY gene family,10.1016@j.plaphy.2011.02.022_nutri_plant_verified.json
ToFZY3,Gene,PathwayGene,GQ240887,,
ToFZY4,Gene,PathwayGene,GQ240888,,
10.1007/s00299-022-02878-7,Paper,,,MYB3 plays an important role in lignin and anthocyanin biosynthesis under salt stress condition in Arabidopsis,10.1007@s00299-022-02878-7_nutri_plant_verified.json
biosynthesis of lignin and anthocyanin within the phenylpropanoid/flavonoid pathway,Process,,,,
10.1111/tpj.13096,Paper,,,Potential targets of VIVIPAROUS1/ABI3-LIKE1 (VAL1) repression in developing Arabidopsis thaliana embryos,10.1111@tpj.13106_nutri_plant_verified.json
Seed maturation program and accumulation of storage reserves,Process,,,,
Seed maturation and storage reserve biosynthesis,Process,,,,
Seed maturation and reserve accumulation,Process,,,,
Seed maturation and dormancy-related reserve program,Process,,,,
10.1111/tpj.13924,Paper,,,BEL1-LIKE HOMEODOMAIN 11 regulates chloroplast development and chlorophyll synthesis in tomato fruit,10.1111@tpj.13924_nutri_plant_verified.json
SlBEL11,Gene,RegulationGene,Solyc11g068950.1.1,,
Amylose; transitory starch; soluble sugars,Metabolite,,,,
Photoperiodic control of starch glycan composition and sugar mobilization during floral transition,Process,,,,
10.1105/tpc.18.00521,Paper,,,Trehalose 6-Phosphate Positively Regulates Fatty Acid Synthesis by Stabilizing WRINKLED1,PMC6241258_nutri_plant_verified.json
OtsA,Gene,PathwayGene,NA,,
total fatty acids; TAG,Metabolite,,,,
Brassica napus; Nicotiana benthamiana,Species,,,,
fatty acids; TAG,Metabolite,,,,
Brassica napus; Nicotiana benthamiana; Arabidopsis thaliana,Species,,,,
fatty acid biosynthesis via posttranslational control of WRI1,Process,,,,
GRIK1,Gene,RegulationGene,At3g45240,,
Arabidopsis thaliana; Brassica napus; NA,Species,,,,
"activation of SnRK1/KIN10, indirectly controlling fatty acid synthesis",Process,,,,
GRIK2,Gene,RegulationGene,At5g60550,,
activation of SnRK1/KIN10-related activity,Process,,,,
ag1,Gene,PathwayGene,NA,,
Abies grandis; Escherichia coli,Species,,,,
todomatuic acid,Metabolite,,,,
10.1074/jbc.M112.420448,Paper,,,The Roles of a Flavone-6-Hydroxylase and 7-O-Demethylation in the Flavone Biosynthetic Network of Sweet Basil,PMC3548489_nutri_plant_verified.json
CYP82D33,Gene,PathwayGene,JX162212,,
Scutellarein-7-methyl ether,Metabolite,,,,
CYP82D62,Gene,PathwayGene,JX162214,,
Scutellarein-7-methyl ether-related 6-hydroxylated flavones,Metabolite,,,,
CYP93B23,Gene,PathwayGene,JX162213,,
Apigenin-derived lipophilic flavones,Metabolite,,,,
10.1016/j.plaphy.2022.09.001,Paper,,,Acibenzolar-S-methyl activates calcium signalling to mediate lignin synthesis in the exocarp of Docteur Jules Guyot pears,10.1016@j.plaphy.2022.09.001_nutri_plant_verified.json
PcPAL,Gene,PathwayGene,NA,,
PcC4H,Gene,PathwayGene,NA,,
PcC3H,Gene,PathwayGene,NA,,
PcCOMT,Gene,PathwayGene,NA,,
PcCCoAOMT,Gene,PathwayGene,NA,,
PcCCR,Gene,PathwayGene,NA,,
PcF5H,Gene,PathwayGene,NA,,
PcCAD,Gene,PathwayGene,NA,,
PcPOD,Gene,PathwayGene,NA,,
PcPPO,Gene,PathwayGene,NA,,
10.1242/dev.058495,Paper,,,Strigolactones regulate protonema branching and act as a quorum sensing-like signal in the moss Physcomitrella patens,10.1242@dev.058495_nutri_plant_verified.json
PpCCD8,Gene,PathwayGene,NA,,
PpCCD7,Gene,PathwayGene,NA,,
10.1186/s12870-018-1313-7,Paper,,,Basic leucine zipper transcription factor SlbZIP1 mediates salt and drought stress tolerance in tomato,PMC5941487_nutri_plant_verified.json
SlbZIP1,Gene,RegulationGene,NA,,
ABA biosynthesis and ABA signal transduction during stress response,Process,,,,
10.1186/s12864-025-12456-2,Paper,,,Genome-wide identification of the GLK gene family in wheat (Triticum aestivum L.) and analysis of expression responses in different environments,PMC12829200_nutri_plant_verified.json
TaGLK13,Gene,RegulationGene,NA,,
chlorophyll biosynthesis and photosynthesis-related gene expression; drought and phosphate-deficiency response,Process,,,,
TaGLK4,Gene,RegulationGene,NA,,
response to phosphate starvation and drought-responsive regulation,Process,,,,
TaGLK21,Gene,RegulationGene,NA,,
TaGLK28,Gene,RegulationGene,NA,,
TaGLK33,Gene,RegulationGene,NA,,
chlorophyll biosynthesis and chloroplast development,Process,,,,
TaGLK127,Gene,RegulationGene,NA,,
"chlorophyll biosynthesis, light-harvesting complex assembly, and electron transport regulation",Process,,,,
TaGLK45,Gene,RegulationGene,NA,,
phosphate starvation signaling and phosphate uptake/homeostasis,Process,,,,
TaGLK88,Gene,RegulationGene,NA,,
phosphate starvation signaling and homeostasis,Process,,,,
TaGLK122,Gene,RegulationGene,NA,,
TaGLK40,Gene,RegulationGene,NA,,
Nicotiana tabacum; Triticum aestivum,Species,,,,
putative chloroplast development/photosynthesis regulation; drought-related response inferred,Process,,,,
TaGLK144,Gene,RegulationGene,NA,,
general transcriptional regulation associated with GLK family roles,Process,,,,
10.1104/pp.113.228692,Paper,,,Two Activities of Long-Chain Acyl-Coenzyme A Synthetase Are Involved in Lipid Trafficking between the Endoplasmic Reticulum and the Plastid in Arabidopsis,PMC4326746_nutri_plant_verified.json
"galactolipids (MGDG, DGDG); seed triacylglycerol; linoleic acid homeostasis",Metabolite,,,,
galactolipids and essential membrane lipids,Metabolite,,,,
10.1016/j.phytochem.2019.112236,Paper,,,Salinity effects on physiological and phytochemical characteristics and gene expression of two Glycyrrhiza glabra L. populations,10.1016@j.phytochem.2019.112236_nutri_plant_verified.json
GgCYP72A154,Gene,PathwayGene,NA,,
10.1038/s41589-018-0042-3,Paper,,,Evolution of chalcone isomerase from a noncatalytic ancestor,10.1038@s41589-018-0042-3_nutri_plant_verified.json
10.1186/s12870-025-08031-2,Paper,,,Biosynthesized ZnO nanoparticles enhance salt tolerance in Brassica Napus through antioxidant and gene regulatory pathways,PMC12874678_nutri_plant_verified.json
BnSRK2D,Gene,RegulationGene,NA,,
Proline; glycine betaine,Metabolite,,,,
amino acid-derived osmolyte; quaternary ammonium osmolyte,MetaboliteClass,,,,
"stress signaling linked to osmolyte accumulation, antioxidant defense, and ion homeostasis under salinity",Process,,,,
BnMYC,Gene,RegulationGene,NA,,
"stress-responsive transcription linked to osmolyte accumulation, antioxidant defense, and salt tolerance",Process,,,,
Auxin-responsive gene (Auxin Responsive Protein/ARP),Gene,RegulationGene,NA,,
growth-associated hormonal signaling that supports chlorophyll maintenance and biomass accumulation under salinity mitigation,Process,,,,
Neotyphodium × schardlii in Cinna arundinacea,Species,,,,
Neotyphodium × schardlii,Species,,,,
ZmIpk,Gene,PathwayGene,AY172635,,
HvCesA1,Gene,PathwayGene,AY483150,,
HvCesA2,Gene,PathwayGene,AY483152,,
HvCesA3,Gene,PathwayGene,AY483151,,
HvCesA4,Gene,PathwayGene,HM222644,,
HvCesA5,Gene,PathwayGene,AY483153,,
HvCesA6,Gene,PathwayGene,AY483155,,
HvCesA7,Gene,PathwayGene,NA,,
HvCesA8,Gene,PathwayGene,KM45970,,
Vp15,Gene,PathwayGene,DQ273133,,
Vp10,Gene,PathwayGene,NA,,
ZmCnx2,Gene,PathwayGene,NA,,
ZmCnx3,Gene,PathwayGene,NA,,
ZmCnx5,Gene,PathwayGene,NA,,
ZmCnx6,Gene,PathwayGene,NA,,
10.1016/j.phytochem.2020.112289,Paper,,,Specialized diterpenoid metabolism in monocot crops: Biosynthesis and chemical diversity,10.1016@j.phytochem.2020.112289_nutri_plant_verified.json
gibberellin / rice specialized diterpenoids,Metabolite,,,,
phytocassanes; oryzalides; oryzalexins A-F,Metabolite,,,,
momilactone A; momilactone B; oryzalexin S,Metabolite,,,,
oryzalexin-related diterpenoids,Metabolite,,,,
oryzalexins; unidentified diterpenoids,Metabolite,,,,
OsKOL4,Gene,PathwayGene,BAD54592; OsKOS1/AY579214,,
oryzalexins; phytocassanes,Metabolite,,,,
OsSDR110C-MS2,Gene,PathwayGene,AK240900,,
momilactone A,Metabolite,,,,
OsSDR110C-MI3,Gene,PathwayGene,AK070585,,
oryzalexins A-C,Metabolite,,,,
OsSDR110C-MS3,Gene,PathwayGene,AK110700,,
CYP71Z7,Gene,PathwayGene,NA,,
ZmAn1,Gene,PathwayGene,NA,,
CYP701A43,Gene,PathwayGene,NA,,
gibberellin; kauralexins,Metabolite,,,,
ZmKR2,Gene,PathwayGene,NA,,
CYP71Z16,Gene,PathwayGene,NA,,
kauralexins; dolabralexins; zealexins,Metabolite,,,,
kauralexins; dolabralexins; zealexins; novel rice diterpenoids,Metabolite,,,,
TaKSL5,Gene,PathwayGene,NA,,
PvCPS14,Gene,PathwayGene,Pavir.9KG170400; MH124145,,
specialized switchgrass diterpenoids,Metabolite,,,,
PvCPS15,Gene,PathwayGene,Pavir.9NG385700; MH124146,,
PvCPS8,Gene,PathwayGene,Pavir.2KG192900; MH124143,,
PvCPS3,Gene,PathwayGene,Pavir.1KG339400; MH124142,,
PbCPS11,Gene,PathwayGene,NA,,
PvKSL2-5,Gene,PathwayGene,NA,,
9β-hydroxy-syn-pimar-15-ene; manoyl oxide; additional unresolved diterpenoids,Metabolite,,,,
PvKSL8,Gene,PathwayGene,Pavir.3NG231500; MH124151,,
10.1111/j.1365-313X.2009.03972.x,Paper,,,"GDP-D-mannose 3,5-epimerase (GME) plays a key role at the intersection of ascorbate and non-cellulosic cell-wall biosynthesis in tomato",10.1111@j.1365-313X.2009.03972.x_nutri_plant_verified.json
Leucine; aliphatic glucosinolates with C4 or longer side chains,Metabolite,,,,
10.1016/j.plaphy.2016.08.006,Paper,,,Arabidopsis Polyamine oxidase-2 uORF is required for downstream translational regulation,10.1016@j.plaphy.2016.08.006_nutri_plant_verified.json
10.1186/s12870-025-07117-1,Paper,,,Rvi6-mediated defense mechanisms against apple scab,PMC12379528_nutri_plant_verified.json
10.7554/eLife.46300,Paper,,,The GluTR-binding protein is the hemebinding factor for feedback control of glutamyl-tRNA reductase,MinerU_markdown_PMC6597238_2038795110795214861_nutri_plant_verified.json
Limonoids; protolimonoid melianol,Metabolite,,,,
Limonoids; melianol; salannin,Metabolite,,,,
Limonoids; melianol,Metabolite,,,,
Melianol,Metabolite,,,,
10.1073/pnas.1201700109,Paper,,,Presence of tannins in sorghum grains is conditioned by different natural alleles of Tannin1,PMC3387071_nutri_plant_verified.json
Late flavonoid pathway and proanthocyanidin biosynthesis,Process,,,,
10.1046/j.1365-313X.2003.01859.x,Paper,,,"An Arabidopsis thaliana gene for methylsalicylate biosynthesis, identified by a biochemical genomics approach, has a role in defense",10.1046@j.1365-313x.2003.01902.x_nutri_plant_verified.json
AtBSMT1,Gene,PathwayGene,NA,,
methylsalicylate; methylbenzoate,Metabolite,,,,
AlBSMT1,Gene,PathwayGene,AY224596,,
Arabidopsis lyrata,Species,,,,
Arabidopsis lyrata ssp. lyrata,Species,,,,
10.1074/mcp.RA119.001704,Paper,,,Enhanced Salt Tolerance of Rhizobia-inoculated Soybean Correlates with Decreased Phosphorylation of the Transcription Factor GmMYB183 and Altered Flavonoid Biosynthesis,PMC6823849_nutri_plant_verified.json
GmCYP81E11,Gene,PathwayGene,Glyma09g05440.1; Q2LAL0,,
Ononin,Metabolite,,,,
GmMYB183,Gene,RegulationGene,Glyma06G187600; Q0PJI2,,
Flavonoid/isoflavonoid branch regulation affecting ononin accumulation and ROS homeostasis under salt stress,Process,,,,
aldoxime; dhurrin pathway intermediate,MetaboliteClass,,,,
10.1186/s12870-024-05799-7,Paper,,,TMT-based quantitative proteomics analysis of defense responses induced by the Bph3 gene following brown planthopper infection in rice,PMC11575174_nutri_plant_verified.json
A2X8P7,Gene,PathwayGene,A2X8P7,,
A2YWL9,Gene,RegulationGene,A2YWL9,,
A2ZF52,Gene,RegulationGene,A2ZF52,,
A2Z6Y8,Gene,RegulationGene,A2Z6Y8,,
10.1104/pp.111.172346,Paper,,,Loss of Cytosolic Phosphoglucomutase Compromises Gametophyte Development in Arabidopsis,PMC2996006_nutri_plant_verified.json
UDP-glucose-derived cell wall constituents/callose; sucrose precursor pool,Metabolite,,,,
PGM3,Gene,PathwayGene,At1g23190; NP_173732,,
10.1016/j.plantsci.2010.01.012,Paper,,,Transcriptional regulation of the rice arginine decarboxylase (Adc1) and S-adenosylmethionine decarboxylase (Samdc) genes by methyl jasmonate,10.1016@j.plaphy.2010.01.014_nutri_plant_verified.json
OsAdc1,Gene,PathwayGene,EU220429,,
OsSamdc1,Gene,PathwayGene,NA,,
putrescine-related higher polyamines (spermidine/spermine),Metabolite,,,,
OsSpds,Gene,PathwayGene,NA,,
DsAdc,Gene,PathwayGene,AJ251898,,
DEWAX2,Gene,RegulationGene,At5g07580,,
10.1093/jxb/erab065,Paper,,,Golgi-localized membrane protein AtTMN1/EMP12 functions in the deposition of rhamnogalacturonan II and I for cell growth in Arabidopsis,PMC8096605_nutri_plant_verified.json
10.1074/jbc.M806953200,Paper,,,The New β-D-Glucosidase in Terpenoid-Isoquinoline Alkaloid Biosynthesis in Psychotria ipecacuanha,PMC3259899_nutri_plant_verified.json
Ipeglu1,Gene,PathwayGene,AB455576,,
emetine; cephaeline; ipecoside,Metabolite,,,,
ghSAD-1,Gene,PathwayGene,NA,,
ghFAD2-1,Gene,PathwayGene,NA,,
NAPE-PLD,Gene,PathwayGene,NA,,
anandamide (AEA),Metabolite,,,,
endocannabinoid lipid mediator,MetaboliteClass,,,,
FAAH,Gene,PathwayGene,AT5G64440,,
Acetyl-CoA synthase,Gene,PathwayGene,GI:31340836,,
Propionyl-CoA carboxylase A,Gene,PathwayGene,GI:28293665,,
HMG-CoA synthase,Gene,PathwayGene,NA,,
BHBA,Metabolite,,,,
ketone body,MetaboliteClass,,,,
Butyryl-CoA synthase,Gene,PathwayGene,GI:81674768,,
Butyrate utilization products; BHBA,Metabolite,,,,
volatile fatty acid / ketone body,MetaboliteClass,,,,
10.1016/j.phytochem.2005.01.023,Paper,,,Isolation and characterization of an Arabidopsis thaliana knockout line for phospholipid: diacylglycerol transacylase gene (At5g13640),10.1016@j.plaphy.2005.01.013_nutri_plant_verified.json
At5g13640,Gene,PathwayGene,At5g13640,,
10.1038/s41467-023-36206-y,Paper,,,Emergence of a proton exchange-based isomerization and lactonization mechanism in the plant coumarin synthase COSY,MinerU_markdown_PMC9898226_2038793425481924618_nutri_plant_verified.json
Scopoletin; sideretin; umbelliferone,Metabolite,,,,
Coumarin; phenylpropanoid specialized metabolite,MetaboliteClass,,,,
GmCOSY,Gene,PathwayGene,NA,,
StCOSY,Gene,PathwayGene,NA,,
SbCOSY,Gene,PathwayGene,NA,,
10.1016/j.scitotenv.2019.01.050,Paper,,,"Multi-omic and physiologic approach to understand Lotus japonicus response upon exposure to 3,4 dimethylpyrazole phosphate nitrification inhibitor",10.1016@j.scitotenv.2019.01.047_nutri_plant_verified.json
Ascorbate oxidase,Gene,PathwayGene,Lj2g3v2136010,,
Ascorbate/dehydroascorbate redox pool,Metabolite,,,,
Glutathione peroxidase,Gene,PathwayGene,Q56VS3,,
Glutathione redox pool,Metabolite,,,,
Glutamine synthetase cytosolic isozyme,Gene,PathwayGene,Q42899,,
Amino acid pool,Metabolite,,,,
Aspartate aminotransferase,Gene,PathwayGene,Q43781,,
Nitrite reductase,Gene,PathwayGene,Lj4g3v0588830,,
"3-Ketoacyl-CoA thiolase 2, peroxisomal-like",Gene,PathwayGene,I3SGK5,,
1-Aminocyclopropane-1-carboxylate oxidase-like protein,Gene,PathwayGene,I3T2N4,,
Ethylene-responsive transcription factors (multiple),Gene,RegulationGene,NA,,
Stress and hormone-responsive regulation associated with leaf redox balance and senescence-like response,Process,,,,
10.1016/j.molp.2018.09.007,Paper,,,From Golden Rice to aSTARice: Bioengineering Astaxanthin Biosynthesis in Rice Endosperm,10.1016@j.molp.2018.09.007_nutri_plant_verified.json
sZmPSY1,Gene,PathwayGene,MG992315,,
sPaCrtI,Gene,PathwayGene,MG992314,,
sHpBHY,Gene,PathwayGene,MG976837,,
OsLCYB,Gene,PathwayGene,Os02g0190600,,
OsBHY,Gene,PathwayGene,Os10g0533500,,
10.3390/cells12182305,Paper,,,scRNA-seq Reveals the Mechanism of Fatty Acid Desaturase 2 Mutation to Repress Leaf Growth in Peanut (Arachis hypogaea L.),PMC10527976_nutri_plant_verified.json
Fatty acid composition and lipid accumulation,Process,,,,
Hormone pathway activation associated with growth,Process,,,,
Leaf growth regulation,Process,,,,
WRKY30,Gene,RegulationGene,NA,,
10.1093/jxb/eru145,Paper,,,Isopentenyltransferase-1 (IPT1) knockout in Physcomitrella together with phylogenetic analyses of IPTs provide insights into evolution of plant cytokinin biosynthesis,PMC4036517_nutri_plant_verified.json
cis-zeatin-type cytokinins; dihydrozeatin-type cytokinins; also influences iP- and trans-zeatin-type cytokinins indirectly,Metabolite,,,,
cytokinin (isoprenoid phytohormone),MetaboliteClass,,,,
10.1016/j.plaphy.2018.01.004,Paper,,,Overexpression of Chrysanthemum lavandulifolium ClCBF1 in Chrysanthemum morifolium ‘White Snow’ improves the level of salinity and drought tolerance,10.1016@j.plaphy.2018.01.004_nutri_plant_verified.json
ClCBF1,Gene,RegulationGene,KX932455,,
Chrysanthemum lavandulifolium,Species,,,,
osmoprotectant accumulation and oxidative stress response under abiotic stress,Process,,,,
10.1016/j.plantsci.2015.06.009,Paper,,,"Characterization of multiple SPS knockout mutants reveal redundant functions of the four Arabidopsis sucrose phosphate synthase isoforms in plant viability, and strongly indicates that enhanced respiration and accelerated starch turnover can alleviate the blockage of sucrose biosynthesis",10.1016@j.plantsci.2015.06.009_nutri_plant_verified.json
SPSB,Gene,PathwayGene,NA,,
10.1111/tpj.12731,Paper,,,Lack of cytosolic glutamine synthetase1;2 in vascular tissues of axillary buds caused severe reduction in their outgrowth and disorder of metabolic balance in rice seedlings,10.1111@tpj.12731_nutri_plant_verified.json
10.1016/j.plaphy.2019.04.012,Paper,,,Temperature-dependent growth and hypericin biosynthesis in Hypericum perforatum,10.1016@j.plaphy.2019.04.012_nutri_plant_verified.json
Hyp-1,Gene,PathwayGene,AY148090.1,,
10.1016/j.molp.2018.07.008,Paper,,,Modulation of Guard Cell Turgor and Drought Tolerance by a Peroxisomal Acetate–Malate Shunt,10.1016@j.molp.2018.07.008_nutri_plant_verified.json
BZU1/ACN1,Gene,PathwayGene,At3g16910,,
10.1074/jbc.M112.448902,Paper,,,"Degradation and Synthesis of β-Glucans by a Magnaporthe oryzae Endotransglucosylase, a Member of the Glycoside Hydrolase 7 Family",PMC3650418_nutri_plant_verified.json
Mocel7B,Gene,PathwayGene,XM_003721226,,
Oryza sativa; Triticum aestivum; Magnaporthe oryzae,Species,,,,
"1,3–1,4-β-glucan; cellulose II",Metabolite,,,,
CslM1,Gene,PathwayGene,NA,,
type II arabinogalactan; rhamnogalacturonan-I-associated arabinogalactan side chains,Metabolite,,,,
CslM2a,Gene,PathwayGene,published name CSLM1 in tomato nomenclature context; exact accession NA,,
10.1111/nph.14910,Paper,,,A network of jasmonate-responsive bHLH factors modulate monoterpenoid indole alkaloid biosynthesis in Catharanthus roseus,10.1111@nph.14910_nutri_plant_verified.json
RMT1,Gene,RegulationGene,KY851107,,
monoterpene indole alkaloids; catharanthine; tabersonine; ajmalicine,Metabolite,,,,
"transcriptional regulation of the indole/MIA branch, especially CrMYC2-dependent activation of ORCA3 and downstream MIA biosynthesis",Process,,,,
CrCOI1,Gene,RegulationGene,KR703660,,
monoterpene indole alkaloids; catharanthine; ajmalicine; tabersonine; vindoline,Metabolite,,,,
JA signal perception and de-repression of transcriptional cascades controlling indole and iridoid branches of MIA biosynthesis,Process,,,,
CrJAZ1,Gene,RegulationGene,NA,,
monoterpene indole alkaloids; catharanthine; ajmalicine; tabersonine,Metabolite,,,,
transcriptional repression of MIA biosynthesis through CrMYC2 and BIS1 pathways,Process,,,,
CrJAZ2,Gene,RegulationGene,NA,,
transcriptional repression of MIA biosynthesis,Process,,,,
CrJAZ8,Gene,RegulationGene,KR703658,,
transcriptional repression of JA-responsive MIA biosynthesis,Process,,,,
CrJAZ10,Gene,RegulationGene,KR703659,,
transcriptional activation of indole branch and MIA biosynthesis,Process,,,,
transcriptional activation of iridoid branch supplying MIA precursors,Process,,,,
transcriptional regulation of iridoid/MIA biosynthesis,Process,,,,
SbGlu1,Gene,PathwayGene,Sb03g045630.1; XP_002456922,,
10.1016/j.plaphy.2021.01.031,Paper,,,"The brassinosteroid biosynthesis gene, ZmD11, increases seed size and quality in rice and maize",10.1016@j.plaphy.2021.01.031_nutri_plant_verified.json
ZmD11,Gene,PathwayGene,Zm00001d003349,,
Brassinolide; Castasterone; 6-deoxocastasterone,Metabolite,,,,
10.1111/j.1461-0248.2007.01045.x,Paper,,,Resistance management in a native plant: nicotine prevents herbivores from compensating for plant protease inhibitors,10.1111@j.1461-0248.2007.01045.x_nutri_plant_verified.json
10.1016/j.jare.2024.01.008,Paper,,,Multiomics analyses of the effects of LED white light on the ripening of apricot fruits,MinerU_markdown_PMC11725099_2038801031273422849_nutri_plant_verified.json
Epigallocatechin; anthocyanin-related flavonoids; dihydroquercetin-associated flux,Metabolite,,,,
Epigallocatechin; anthocyanin-related flavonoids,Metabolite,,,,
CCOAOMT1,Gene,PathwayGene,Pepsico2_Contig3084.path1,,
Caffeoyl quinic acid / phenylpropanoid-related phenolics,Metabolite,,,,
Caffeoyl quinic acid; caffeoyl shikimic acid; lignin-related phenylpropanoids,Metabolite,,,,
Phenylpropanoid-derived lignin-related metabolites; caffeoyl quinic acid-associated flux,Metabolite,,,,
Ethylene signal transduction associated with postharvest ripening,Process,,,,
MYB124,Gene,RegulationGene,NA,,
Anthocyanin-related flavonoids,Metabolite,,,,
Flavonoid/anthocyanin biosynthesis and fruit color maintenance,Process,,,,
bZIP44,Gene,RegulationGene,NA,,
LED-responsive ripening regulation associated with quality-related metabolism,Process,,,,
TCP2; TCP4; TCP15,Gene,RegulationGene,NA,,
LED-responsive ripening-related regulation affecting fruit quality metabolism,Process,,,,
LaNBS,Gene,PathwayGene,NA,,
Leucojum aestivum,Species,,,,
Lycorine,Metabolite,,,,
LaNRII,Gene,PathwayGene,UIP35235.1,,
LaN4'OMT,Gene,PathwayGene,NA,,
LaCYP96T1,Gene,PathwayGene,UIP35232.1,,
LaCYP96T2,Gene,PathwayGene,UIP35233.1,,
10.1186/s12870-019-2078-2,Paper,,,A mutant allele of ζ-carotene isomerase is associated with the yellow pigmentation of the “Pinalate” sweet orange mutant and reveals new insights into its role in fruit carotenogenesis,PMC6829850_nutri_plant_verified.json
Citrus sinensis; Escherichia coli,Species,,,,
"β,β-xanthophylls; phytoene; phytofluene",Metabolite,,,,
ZDS1; ZDS2; ZDS3,Gene,PathwayGene,NA,,
βLCY1; βLCY2,Gene,PathwayGene,NA,,
βCHX,Gene,PathwayGene,NA,,
10.1016/j.jplph.2010.06.011,Paper,,,"Functional characterization of rose phenylacetaldehyde reductase (PAR), an enzyme involved in the biosynthesis of the scent compound 2-phenylethanol",10.1016@j.jplph.2010.06.011_nutri_plant_verified.json
Rosa × damascena,Species,,,,
10.1016/j.jare.2023.10.003,Paper,,,A first-in-class dimethyl 2-acetamido terephthalate inhibitor targeting Conyza canadensis SHMT1 with a novel herbicidal mode-of-action,MinerU_markdown_PMC11331707_2038801297905328130_nutri_plant_verified.json
CcSHMT1,Gene,PathwayGene,NA,,
Conyza canadensis; Oryza sativa,Species,,,,
Conyza canadensis,Species,,,,
10.1038/s42003-021-02598-w,Paper,,,"Impacts of environmental conditions, and allelic variation of cytosolic glutamine synthetase on maize hybrid kernel production",MinerU_markdown_PMC8448750_2038794324396777490_nutri_plant_verified.json
Gln1-3,Gene,PathwayGene,D14578; X65930,,
Glutamine / kernel yield,Metabolite,,,,
Amino acid / agronomic yield trait linked to nitrogen metabolism,MetaboliteClass,,,,
Gln1-4,Gene,PathwayGene,D14579; X65926,,
GhSusA,Gene,PathwayGene,NA,,
Sucrose; starch,Metabolite,,,,
GhSusB,Gene,PathwayGene,NA,,
GhSusC,Gene,PathwayGene,NA,,
GhSusD,Gene,PathwayGene,NA,,
GhINV1,Gene,PathwayGene,NA,,
GhINV2,Gene,PathwayGene,NA,,
10.1105/tpc.105.038232,Paper,,,Identification of a Vinyl Reductase Gene for Chlorophyll Synthesis in Arabidopsis thaliana and Implications for the Evolution of Prochlorococcus Species,PMC544501_nutri_plant_verified.json
Monovinyl chlorophyll a; monovinyl chlorophyll b,Metabolite,,,,
delphinidin-derived anthocyanins,Metabolite,,,,
anthocyanin composition,Metabolite,,,,
LrDFR2,Gene,PathwayGene,AEX88625,,
LrANS,Gene,PathwayGene,KC794745,,
LrUF3GT,Gene,PathwayGene,KF768073,,
LrAN2,Gene,RegulationGene,KF768075,,
LrJAF13,Gene,RegulationGene,KF768076,,
LrAN1b,Gene,RegulationGene,KF768077,,
NaOSC1,Gene,PathwayGene,LOC109226501,,
Triterpene glycosides; beta-amyrin-derived and lupeol-derived triterpenes,Metabolite,,,,
NaOSC2,Gene,PathwayGene,LOC109226503,,
beta-amyrin-derived triterpene glycosides and acids,Metabolite,,,,
10.1021/jf103564a,Paper,,,Differential Expression of Flavonoid Biosynthesis Genes and Accumulation of Phenolic Compounds in Common Buckwheat (Fagopyrum esculentum),10.1021@jf103310g_nutri_plant_verified.json
Rutin; catechin; epicatechin; other phenolic compounds,Metabolite,,,,
Flavonoid / phenolic compounds,MetaboliteClass,,,,
Fe4CL1,Gene,PathwayGene,NA,,
Fe4CL2,Gene,PathwayGene,NA,,
Rutin; catechin; epicatechin; quercetin-derived flavonols,Metabolite,,,,
FeCHI,Gene,PathwayGene,NA,,
Rutin; catechin; epicatechin,Metabolite,,,,
FeF3'H,Gene,PathwayGene,NA,,
Rutin; quercetin; catechin derivatives,Metabolite,,,,
Catechin; epicatechin; anthocyanidin-derived compounds,Metabolite,,,,
FeANS,Gene,PathwayGene,NA,,
